SQLDATE,Location,EventCode,Actor1Name,GoldsteinScale,NumArticles
20260112,"Mashhad, (IR30), Iran",141,IRAN,-6.5,2
20260112,"Mashhad, (IR30), Iran",141,THE ASSOCIATED PRESS,-6.5,1
20260112,"Mashhad, (IR30), Iran",141,CANADIAN,-6.5,7
20260112,"Qazvin, Qazvin, Iran",141,TEHRAN,-6.5,1
20260112,"Tehran, Tehran, Iran",145,SHIITE,-7.5,1
20260112,"Tehran, Tehran, Iran",141,TEHRAN,-6.5,1
20260112,"Mashhad, (IR30), Iran",1123,IRAN,-2,2
20260112,"Mashhad, (IR30), Iran",141,IRAN,-6.5,4
20260112,"Mashhad, (IR30), Iran",111,IRAN,-2,2
20260112,"Mashhad, (IR30), Iran",141,CANADIAN,-6.5,8
20260112,"Mashhad, (IR30), Iran",141,,-6.5,2
20260112,"Tehran, Tehran, Iran",141,,-6.5,2
20260112,"Mashhad, (IR30), Iran",111,,-2,7
20260112,"Isfahan, Esfahan, Iran",112,IRANIAN,-2,4
20260112,"Isfahan, Esfahan, Iran",111,IRAN,-2,10
20260112,"Gazan, Esfahan, Iran",110,ARMY,-2,6
20260112,"Esfahan, Esfahan, Iran",112,,-2,10
20260112,"Tehran, Tehran, Iran",112,MILITARY,-2,10
20260112,"Tehran, Tehran, Iran",141,MERCHANT,-6.5,1
20260112,"Tehran, Tehran, Iran",120,UNITED STATES,-4,8
20260112,"Tehran, Tehran, Iran",120,TRADER,-4,2
20260112,"Tehran, Tehran, Iran",110,UNITED STATES,-2,1
20260112,"Tehran, Tehran, Iran",111,UNITED STATES,-2,8
20260112,"Tehran, Tehran, Iran",114,GOVERNMENT,-2,20
20260112,"Tehran, Tehran, Iran",141,ISLAM,-6.5,10
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,2
20260112,"Tehran, Tehran, Iran",141,UNITED STATES,-6.5,4
20260112,"Tehran, Tehran, Iran",111,NEW YORK,-2,2
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,2
20260112,"Tehran, Tehran, Iran",1124,PRESIDENT,-2,7
20260112,"Tehran, Tehran, Iran",112,ISRAEL,-2,8
20260112,"Tehran, Tehran, Iran",120,TEHRAN,-4,2
20260112,"Tehran, Tehran, Iran",141,ISRAEL,-6.5,10
20260112,"Tehran, Tehran, Iran",112,IRANIAN,-2,1
20260112,"Tehran, Tehran, Iran",112,UNITED STATES,-2,2
20260112,"Tehran, Tehran, Iran",112,IRAN,-2,2
20260112,"Tehran, Tehran, Iran",114,ISRAELI,-2,1
20260112,"Tehran, Tehran, Iran",141,IRANIAN,-6.5,5
20260112,"Tehran, Tehran, Iran",120,ISRAEL,-4,6
20260112,"Tehran, Tehran, Iran",110,IRANIAN,-2,1
20260112,"Tehran, Tehran, Iran",120,TRADER,-4,10
20260112,"Tehran, Tehran, Iran",1123,SECURITY FORCE,-2,1
20260112,"Tehran, Tehran, Iran",1124,THE US,-2,4
20260112,"Tehran, Tehran, Iran",1124,ISRAEL,-2,4
20260112,"Tehran, Tehran, Iran",110,ISRAELI,-2,1
20260112,"Tehran, Tehran, Iran",114,ISRAEL,-2,10
20260112,"Tehran, Tehran, Iran",141,BRITISH,-6.5,2
20260112,"Tehran, Tehran, Iran",111,GERMAN,-2,1
20260112,"Tehran, Tehran, Iran",110,GERMANY,-2,8
20260112,"Tehran, Tehran, Iran",110,FRENCH,-2,3
20260112,"Tehran, Tehran, Iran",110,FRENCH,-2,1
20260112,"Tehran, Tehran, Iran",114,CANADA,-2,2
20260112,"Tehran, Tehran, Iran",114,AUSTRALIA,-2,8
20260112,"Tehran, Tehran, Iran",125,UNITED STATES,-5,2
20260112,"Tehran, Tehran, Iran",141,DEMONSTRATOR,-6.5,4
20260112,"Tehran, Tehran, Iran",110,TEHRAN,-2,8
20260112,"Tehran, Tehran, Iran",120,UNITED STATES,-4,1
20260112,"Tehran, Tehran, Iran",111,UNITED STATES,-2,1
20260112,"Tehran, Tehran, Iran",141,FOREIGN MINIST,-6.5,1
20260112,"Tehran, Tehran, Iran",141,TELEVISION,-6.5,1
20260112,"Tehran, Tehran, Iran",141,CYPRUS,-6.5,1
20260112,"Tehran, Tehran, Iran",112,ISRAEL,-2,2
20260112,"Tehran, Tehran, Iran",141,PRESIDENT,-6.5,2
20260112,"Tehran, Tehran, Iran",1124,PRESIDENT,-2,2
20260112,"Tehran, Tehran, Iran",141,WASHINGTON,-6.5,8
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,2
20260112,"Tehran, Tehran, Iran",141,UNITED STATES,-6.5,1
20260112,"Tehran, Tehran, Iran",141,LOS ANGELES,-6.5,12
20260112,"Tehran, Tehran, Iran",141,LOS ANGELES,-6.5,2
20260112,"Tehran, Tehran, Iran",141,DEMONSTRATOR,-6.5,2
20260112,"Pahlavi, Gilan, Iran",141,DEMONSTRATOR,-6.5,2
20260112,"Tehran, Tehran, Iran",140,LOS ANGELES,-6.5,16
20260112,"Tehran, Tehran, Iran",120,ISRAEL,-4,8
20260112,"Tehran, Tehran, Iran",1123,HOSPITAL,-2,10
20260112,"Tehran, Tehran, Iran",120,UNITED KINGDOM,-4,10
20260112,"Tehran, Tehran, Iran",120,TEHRAN,-4,10
20260112,"Tehran, Tehran, Iran",111,UNITED KINGDOM,-2,10
20260112,"Tehran, Tehran, Iran",114,IRANIAN,-2,6
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,2
20260112,"Tehran, Tehran, Iran",114,TEHRAN,-2,3
20260112,"Tehran, Tehran, Iran",124,IRAN,-4,10
20260112,"Tehran, Tehran, Iran",140,HUMAN RIGHTS ACTIVIST,-6.5,5
20260112,"Tehran, Tehran, Iran",141,IRANIAN,-6.5,12
20260112,"Tehran, Tehran, Iran",141,IRANIAN,-6.5,4
20260112,"Tehran, Tehran, Iran",120,IRAN,-4,10
20260112,"Tehran, Tehran, Iran",141,GOVERNMENT,-6.5,3
20260112,"Tehran, Tehran, Iran",110,GOVERNMENT,-2,3
20260112,"Tehran, Tehran, Iran",112,PRESIDENT,-2,2
20260112,"Tehran, Tehran, Iran",120,TRADER,-4,8
20260112,"Tehran, Tehran, Iran",141,RIGHTS GROUP,-6.5,10
20260112,"Tehran, Tehran, Iran",114,IRAN,-2,10
20260112,"Tehran, Tehran, Iran",141,ISLAMIC,-6.5,10
20260112,"Tehran, Tehran, Iran",145,PROTESTER,-7.5,8
20260112,"Tehran, Tehran, Iran",141,REGIME,-6.5,5
20260112,"Tehran, Tehran, Iran",120,MILITARY,-4,8
20260112,"Tehran, Tehran, Iran",112,ISRAEL,-2,8
20260112,"Tehran, Tehran, Iran",120,IRAN,-4,10
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,10
20260112,"Tehran, Tehran, Iran",120,IRAN,-4,2
20260112,"Tehran, Tehran, Iran",110,IRAN,-2,10
20260112,"Tehran, Tehran, Iran",141,PROTESTER,-6.5,10
20260112,"Tehran, Tehran, Iran",141,MILITARY,-6.5,10
20260112,"Tehran, Tehran, Iran",120,PRESIDENT,-4,10
20260112,"Tehran, Tehran, Iran",112,ISRAEL,-2,2
20260112,"Tehran, Tehran, Iran",140,TEHRAN,-6.5,10
20260112,"Tehran, Tehran, Iran",141,IRANIAN,-6.5,6
20260112,"Tehran, Tehran, Iran",141,IRANIAN,-6.5,2
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,10
20260112,"Tehran, Tehran, Iran",140,SCHOOL,-6.5,10
20260112,"Tehran, Tehran, Iran",114,SCHOOL,-2,10
20260112,"Tehran, Tehran, Iran",141,MILITARY,-6.5,10
20260112,"Tehran, Tehran, Iran",110,IRAN,-2,10
20260112,"Tehran, Tehran, Iran",111,ISLAMIC,-2,1
20260112,"Tehran, Tehran, Iran",141,MEDIA,-6.5,3
20260112,"Tehran, Tehran, Iran",110,MEDIA,-2,3
20260112,"Tehran, Tehran, Iran",110,MEDIA,-2,2
20260112,"Tehran, Tehran, Iran",141,IRANIAN,-6.5,3
20260112,"Tehran, Tehran, Iran",110,IRANIAN,-2,3
20260112,"Tehran, Tehran, Iran",141,STUDENT,-6.5,6
20260112,"Tehran, Tehran, Iran",141,STUDENT,-6.5,4
20260112,"Tehran, Tehran, Iran",1123,IRAN,-2,8
20260112,"Tehran, Tehran, Iran",120,IRANIAN,-4,2
20260112,"Tehran, Tehran, Iran",112,WASHINGTON,-2,1
20260112,"Tehran, Tehran, Iran",111,IRAN,-2,1
20260112,"Tehran, Tehran, Iran",141,DEMONSTRATOR,-6.5,10
20260112,"Tehran, Tehran, Iran",112,IRANIAN,-2,2
20260112,"Tehran, Tehran, Iran",141,HUMAN RIGHTS WATCH,-6.5,10
20260112,"Tehran, Tehran, Iran",141,ACTIVIST,-6.5,10
20260112,"Tehran, Tehran, Iran",111,IRAN,-2,10
20260112,"Tehran, Tehran, Iran",111,JUDICIARY,-2,10
20260112,"Tehran, Tehran, Iran",112,IRANIAN,-2,3
20260112,"Tehran, Tehran, Iran",141,NEIGHBORHOOD,-6.5,10
20260112,"Tehran, Tehran, Iran",141,DEMONSTRATOR,-6.5,2
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,2
20260112,"Tehran, Tehran, Iran",111,IRAN,-2,10
20260112,"Tehran, Tehran, Iran",122,PRESIDENT,-4,10
20260112,"Tehran, Tehran, Iran",143,IRANIAN,-6.5,3
20260112,"Tehran, Tehran, Iran",112,TEHRAN,-2,10
20260112,"Tehran, Tehran, Iran",143,IRANIAN,-6.5,4
20260112,"Tehran, Tehran, Iran",110,PRESIDENT,-2,10
20260112,"Tehran, Tehran, Iran",110,COLLEGE,-2,1
20260112,"Tehran, Tehran, Iran",141,DEMONSTRATOR,-6.5,10
20260112,"Tehran, Tehran, Iran",145,SHIITE,-7.5,1
20260112,"Tehran, Tehran, Iran",111,IRAN,-2,5
20260112,"Tehran, Tehran, Iran",120,IRANIAN,-4,4
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,8
20260112,"Tehran, Tehran, Iran",111,IRAN,-2,1
20260112,"Tehran, Tehran, Iran",141,FOREIGN SECRETARY,-6.5,120
20260112,"Tehran, Tehran, Iran",120,FOREIGN OFFICE,-4,125
20260112,"Tehran, Tehran, Iran",111,TERRORIST,-2,10
20260112,"Tehran, Tehran, Iran",141,EXILED OPPOSITION,-6.5,6
20260112,"Tehran, Tehran, Iran",112,TEHRAN,-2,10
20260112,"Tehran, Tehran, Iran",141,ADMINISTRATION,-6.5,5
20260112,"Tehran, Tehran, Iran",111,ACTIVIST,-2,5
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,2
20260112,"Tehran, Tehran, Iran",120,TEHRAN,-4,2
20260112,"Tehran, Tehran, Iran",111,,-2,10
20260112,"Tehran, Tehran, Iran",141,CITIZEN,-6.5,1
20260112,"Tehran, Tehran, Iran",128,CITIZEN,-5,4
20260112,"Tehran, Tehran, Iran",141,TRADER,-6.5,8
20260112,"Tehran, Tehran, Iran",141,NATIONAL COUNCIL,-6.5,4
20260112,"Tehran, Tehran, Iran",120,RIOTER,-4,5
20260112,"Tehran, Tehran, Iran",141,HUMAN RIGHTS GROUP,-6.5,10
20260112,"Tehran, Tehran, Iran",120,IRAN,-4,1
20260112,"Mashhad, (IR30), Iran",120,IRAN,-4,1
20260112,"Tehran, Tehran, Iran",112,INTELLIGENCE,-2,10
20260112,"Tehran, Tehran, Iran",111,ISRAEL,-2,2
20260112,"Tehran, Tehran, Iran",141,IRANIAN,-6.5,10
20260112,"Tehran, Tehran, Iran",141,THE ASSOCIATED PRESS,-6.5,4
20260112,"Tehran, Tehran, Iran",1124,HUMAN RIGHTS GROUP,-2,2
20260112,"Tehran, Tehran, Iran",141,MEDIA,-6.5,10
20260112,"Tehran, Tehran, Iran",112,GOVERNMENT,-2,6
20260112,"Tehran, Tehran, Iran",112,GOVERNMENT,-2,2
20260112,"Tehran, Tehran, Iran",111,ADMINISTRATION,-2,5
20260112,"Tehran, Tehran, Iran",110,ADMINISTRATION,-2,5
20260112,"Tehran, Tehran, Iran",112,ARMY,-2,10
20260112,"Tehran, Tehran, Iran",120,MILITARY,-4,10
20260112,"Tehran, Tehran, Iran",111,MILITARY,-2,10
20260112,"Tehran, Tehran, Iran",112,IRAN,-2,2
20260112,"Tehran, Tehran, Iran",112,AUTHORITIES,-2,10
20260112,"Tehran, Tehran, Iran",141,ACTIVIST,-6.5,4
20260112,"Tehran, Tehran, Iran",112,IRAN,-2,2
20260112,"Tehran, Tehran, Iran",145,IRANIAN,-7.5,10
20260112,"Tehran, Tehran, Iran",1123,IRAN,-2,1
20260112,"Tehran, Tehran, Iran",111,CANADA,-2,2
20260112,"Tehran, Tehran, Iran",111,MANITOBA,-2,10
20260112,"Tehran, Tehran, Iran",1123,DEMONSTRATOR,-2,7
20260112,"Tehran, Tehran, Iran",112,ISRAEL,-2,2
20260112,"Tehran, Tehran, Iran",120,IRANIAN,-4,8
20260112,"Tehran, Tehran, Iran",112,IRANIAN,-2,6
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,6
20260112,"Tehran, Tehran, Iran",141,TEHRAN,-6.5,1
20260112,"Tehran, Tehran, Iran",112,IRANIAN,-2,8
20260112,"Tehran, Tehran, Iran",112,OMANI,-2,1
20260112,"Tehran, Tehran, Iran",112,OMANI,-2,1
20260112,"Tehran, Tehran, Iran",110,AIR FORCE,-2,2
20260112,"Tehran, Tehran, Iran",141,CHINA,-6.5,2
20260112,"Tehran, Tehran, Iran",120,IRANIAN,-4,6
20260112,"Tehran, Tehran, Iran",143,IRAN,-6.5,1
20260112,"Tehran, Tehran, Iran",110,UNITED STATES,-2,2
20260112,"Tehran, Tehran, Iran",110,PRESIDENT,-2,3
20260112,"Tehran, Tehran, Iran",114,MINIST,-2,10
20260112,"Tehran, Tehran, Iran",145,REGIME,-7.5,10
20260112,"Tehran, Tehran, Iran",110,GOVERNMENT,-2,10
20260112,"Tehran, Tehran, Iran",110,ISLAMIC,-2,10
20260112,"Tehran, Tehran, Iran",141,VENETO,-6.5,10
20260112,"Tehran, Tehran, Iran",141,VENETO,-6.5,10
20260112,"Tehran, Tehran, Iran",111,IRAN,-2,6
20260112,"Tehran, Tehran, Iran",112,SOLICITOR GENERAL,-2,10
20260112,"Tehran, Tehran, Iran",111,GERMANY,-2,4
20260112,"Tehran, Tehran, Iran",120,POLICE,-4,2
20260112,"Tehran, Tehran, Iran",120,POLICE,-4,6
20260112,"Tehran, Tehran, Iran",111,MILITARY,-2,10
20260112,"Tehran, Tehran, Iran",111,CORRESPONDENT,-2,1
20260112,"Tehran, Tehran, Iran",111,CORRESPONDENT,-2,1
20260112,"Tehran, Tehran, Iran",112,POLICE,-2,6
20260112,"Tehran, Tehran, Iran",112,REUTERS,-2,5
20260112,"Tehran, Tehran, Iran",111,IRAN,-2,2
20260112,"Tehran, Tehran, Iran",111,IRANIAN,-2,6
20260112,"Tehran, Tehran, Iran",110,IRANIAN,-2,5
20260112,"Tehran, Tehran, Iran",111,IRANIAN,-2,2
20260112,"Tehran, Tehran, Iran",141,CHARLOTTE,-6.5,10
20260112,"Tehran, Tehran, Iran",141,CHARLOTTE,-6.5,10
20260112,"Tehran, Tehran, Iran",111,IRAN,-2,1
20260112,"Tehran, Tehran, Iran",114,A US,-2,5
20260112,"Tehran, Tehran, Iran",112,IRAN,-2,1
20260112,"Tehran, Tehran, Iran",110,IRAN,-2,5
20260112,"Tehran, Tehran, Iran",141,STUDENT,-6.5,5
20260112,"Tehran, Tehran, Iran",112,IRANIAN,-2,3
20260112,"Tehran, Tehran, Iran",112,TEHRAN,-2,1
20260112,"Tehran, Tehran, Iran",111,EUROPEAN,-2,10
20260112,"Tehran, Tehran, Iran",141,CITIZEN,-6.5,10
20260112,"Tehran, Tehran, Iran",114,IRAN,-2,1
20260112,"Tehran, Tehran, Iran",111,IRAN,-2,2
20260112,"Tehran, Tehran, Iran",120,WORKER,-4,10
20260112,"Tehran, Tehran, Iran",140,PRESIDENT,-6.5,8
20260112,"Tehran, Tehran, Iran",112,STATE MEDIA,-2,5
20260112,"Tehran, Tehran, Iran",145,LONDON,-7.5,8
20260112,"Tehran, Tehran, Iran",112,IRAN,-2,5
20260112,"Tehran, Tehran, Iran",120,MILITARY,-4,10
20260112,"Tehran, Tehran, Iran",120,ISRAEL,-4,2
20260112,"Tehran, Tehran, Iran",1124,PROTESTER,-2,5
20260112,"Tehran, Tehran, Iran",112,IRAN,-2,8
20260112,"Tehran, Tehran, Iran",141,ISLAMIC,-6.5,20
20260112,"Tehran, Tehran, Iran",111,MEDIA,-2,10
20260112,"Tehran, Tehran, Iran",125,IRAN,-5,1
20260112,"Tehran, Tehran, Iran",111,IRAN,-2,1
20260112,"Tehran, Tehran, Iran",140,POLICE,-6.5,20
20260112,"Tehran, Tehran, Iran",141,DEMONSTRATOR,-6.5,4
20260112,"Tehran, Tehran, Iran",120,IRAN,-4,6
20260112,"Tehran, Tehran, Iran",1123,REGIME,-2,1
20260112,"Tehran, Tehran, Iran",141,ISLAMIC,-6.5,10
20260112,"Tehran, Tehran, Iran",112,PROTESTER,-2,7
20260112,"Tehran, Tehran, Iran",120,ISLAMIC,-4,3
20260112,"Tehran, Tehran, Iran",1123,IRANIAN,-2,3
20260112,"Tehran, Tehran, Iran",110,GOVERNMENT,-2,7
20260112,"Tehran, Tehran, Iran",114,DIPLOMAT,-2,4
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,2
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,8
20260112,"Tehran, Tehran, Iran",111,IRAN,-2,4
20260112,"Tehran, Tehran, Iran",112,IRAN,-2,4
20260112,"Tehran, Tehran, Iran",112,STATE MEDIA,-2,10
20260112,"Tehran, Tehran, Iran",112,PRESIDENT,-2,6
20260112,"Tehran, Tehran, Iran",111,NEWSPAPER,-2,2
20260112,"Tehran, Tehran, Iran",111,NEWSPAPER,-2,2
20260112,"Tehran, Tehran, Iran",111,PRESIDENT,-2,2
20260112,"Tehran, Tehran, Iran",120,JOURNALIST,-4,10
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,10
20260112,"Tehran, Tehran, Iran",112,IRAN,-2,10
20260112,"Tehran, Tehran, Iran",111,IRANIAN,-2,10
20260112,"Tehran, Tehran, Iran",111,DEMONSTRATOR,-2,10
20260112,"Tehran, Tehran, Iran",120,TEHRAN,-4,8
20260112,"Tehran, Tehran, Iran",110,CITIZEN,-2,10
20260112,"Tehran, Tehran, Iran",1123,IRAN,-2,8
20260112,"Tehran, Tehran, Iran",111,GERMAN,-2,6
20260112,"Tehran, Tehran, Iran",111,GERMANY,-2,4
20260112,"Tehran, Tehran, Iran",112,TELEVISION,-2,10
20260112,"Tehran, Tehran, Iran",120,ISRAEL,-4,10
20260112,"Tehran, Tehran, Iran",112,IRANIAN,-2,8
20260112,"Tehran, Tehran, Iran",112,IRANIAN,-2,12
20260112,"Tehran, Tehran, Iran",141,TEHRAN,-6.5,4
20260112,"Tehran, Tehran, Iran",111,IRANIAN,-2,2
20260112,"Tehran, Tehran, Iran",112,TERRORIST,-2,2
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,10
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,8
20260112,"Tehran, Tehran, Iran",140,JOURNALIST,-6.5,10
20260112,"Tehran, Tehran, Iran",141,STUDENT,-6.5,10
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,10
20260112,"Tehran, Tehran, Iran",141,CYPRUS,-6.5,1
20260112,"Tehran, Tehran, Iran",120,POLICE,-4,6
20260112,"Tehran, Tehran, Iran",120,POLICE,-4,2
20260112,"Tehran, Tehran, Iran",141,IRANIAN,-6.5,8
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,2
20260112,"Tehran, Tehran, Iran",110,IRAN,-2,2
20260112,"Tehran, Tehran, Iran",112,VENETO,-2,4
20260112,"Tehran, Tehran, Iran",110,PRESIDENT,-2,8
20260112,"Tehran, Tehran, Iran",141,PROTESTER,-6.5,7
20260112,"Tehran, Tehran, Iran",1124,ISRAELI,-2,2
20260112,"Tehran, Tehran, Iran",110,IRAN,-2,1
20260112,"Tehran, Tehran, Iran",110,TEHRAN,-2,1
20260112,"Tehran, Tehran, Iran",120,MILITARY,-4,10
20260112,"Tehran, Tehran, Iran",141,IRANIAN,-6.5,8
20260112,"Tehran, Tehran, Iran",141,IRANIAN,-6.5,8
20260112,"Tehran, Tehran, Iran",110,GOVERNMENT,-2,10
20260112,"Tehran, Tehran, Iran",112,UNITED STATES,-2,8
20260112,"Tehran, Tehran, Iran",140,PROTESTER,-6.5,10
20260112,"Tehran, Tehran, Iran",111,IRAN,-2,2
20260112,"Tehran, Tehran, Iran",140,IRAN,-6.5,10
20260112,"Tehran, Tehran, Iran",112,IRAN,-2,10
20260112,"Tehran, Tehran, Iran",111,TERRORIST,-2,10
20260112,"Tehran, Tehran, Iran",141,DEMONSTRATOR,-6.5,8
20260112,"Tehran, Tehran, Iran",122,IRAN,-4,4
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,10
20260112,"Tehran, Tehran, Iran",111,UNITED STATES,-2,2
20260112,"Tehran, Tehran, Iran",120,ISLAMIC,-4,6
20260112,"Tehran, Tehran, Iran",141,IRAN,-6.5,2
20260112,"Tehran, Tehran, Iran",1124,PRESIDENT,-2,6
20260112,"Tehran, Tehran, Iran",141,LONDON,-6.5,6
